git,0,-1,-1,0.021252155303955078,-1
git,0,-1,-1,0.015535354614257812,-1
git,0,-1,-1,0.013258695602416992,-1
git,0,-1,-1,0.012784004211425781,-1
git,0,-1,-1,0.012584924697875977,-1
git,0,-1,-1,0.013376712799072266,-1
git,1,-1,-1,0.02073955535888672,-1
git,0,-1,-1,0.013546466827392578,-1
git,0,-1,-1,0.013094902038574219,-1
git,0,-1,-1,0.012933731079101562,-1
git,0,-1,-1,0.020331859588623047,-1
git,0,-1,-1,0.018742799758911133,-1
git,0,-1,-1,0.011837482452392578,-1
git,0,-1,-1,0.007934093475341797,-1
git,0,-1,-1,0.007951736450195312,-1
git,0,-1,-1,0.007910490036010742,-1
git,0,-1,-1,0.00824427604675293,-1
git,1,-1,-1,0.01803898811340332,-1
git,0,-1,-1,0.0130615234375,-1
git,0,-1,-1,0.013374090194702148,-1
git,0,-1,-1,0.014434576034545898,-1
git,0,-1,-1,0.010071754455566406,-1
git,0,-1,-1,0.012056589126586914,-1
git,0,-1,-1,0.013746261596679688,-1
git,0,-1,-1,0.011809587478637695,-1
git,0,-1,-1,0.01142430305480957,-1
git,0,-1,-1,0.008955955505371094,-1
git,1,-1,-1,0.024100065231323242,-1
git,0,-1,-1,0.017307519912719727,-1
git,0,-1,-1,0.010357379913330078,-1
git,0,-1,-1,0.010181903839111328,-1
git,0,-1,-1,0.014950275421142578,-1
git,0,-1,-1,0.011220216751098633,-1
git,0,-1,-1,0.015382528305053711,-1
git,0,-1,-1,0.011898517608642578,-1
git,0,-1,-1,0.01636505126953125,-1
git,0,-1,-1,0.014876842498779297,-1
git,0,-1,-1,0.010032892227172852,-1
git,0,-1,-1,0.010789632797241211,-1
git,0,-1,-1,0.009443044662475586,-1
git,0,-1,-1,0.00918722152709961,-1
git,0,-1,-1,0.012046575546264648,-1
git,0,-1,-1,0.00864863395690918,-1
git,0,-1,-1,0.0100250244140625,-1
git,0,-1,-1,0.009071588516235352,-1
git,0,-1,-1,0.009230375289916992,-1
git,0,-1,-1,0.008777379989624023,-1
git,0,-1,-1,0.011554956436157227,-1
git,0,-1,-1,0.008767127990722656,-1
git,1,-1,-1,0.01061868667602539,-1
git,0,-1,-1,0.01579761505126953,-1
git,0,-1,-1,0.013900518417358398,-1
git,0,-1,-1,0.015023469924926758,-1
