b33e5dd82412679298a5c8d8954b7d16a7634a54,9c5cab7abdca739c6b0baf5c6800a93b12eeb5ac,61507f1aca22787420333b213d6782182566f517,ced5318a187344a3b1ccd9740d092f007e7770fd,1,-1,-1,-1,-1,-1,-1,-1,-1,2018-06-11 11:15:54,2018-04-04 19:36:52,2018-06-11 11:10:53,2018-05-15 06:04:26,-1
9ecc731dba39c9f8612ffa21fa0d00666c88d70d,e08f49878b6c58db6fa3435767dd6fdb40f79096,e08f49878b6c58db6fa3435767dd6fdb40f79096,266baf89bc460514ddcdda4f0e50a4d4958a6dba,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-05-22 09:34:24,2017-05-21 22:07:50,2017-05-21 22:07:50,2017-05-22 01:17:10,-1
e08f49878b6c58db6fa3435767dd6fdb40f79096,ff5e1b791000bc7f944bdc22f7bf98da156057e4,ff5e1b791000bc7f944bdc22f7bf98da156057e4,049293346231a56006d806396f1eabac2fdc631b,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-05-21 22:07:50,2017-05-20 13:04:16,2017-05-20 13:04:16,2017-05-21 17:20:49,-1
ff5e1b791000bc7f944bdc22f7bf98da156057e4,73586c9edf8d40f4c65667e523cd21fa618c27b4,73586c9edf8d40f4c65667e523cd21fa618c27b4,98a56a4008fd7bfa95e5a72859f829bdfe906e6c,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-05-20 13:04:16,2017-05-03 17:45:10,2017-05-03 17:45:10,2017-05-20 15:47:39,-1
4bef4efabd37bf6b2d327ac6575a843700950dbd,e22956b7a920299942d1c72265837d37ebc22085,e22956b7a920299942d1c72265837d37ebc22085,cd579efd4faacf01b5f73696b373566d187dda79,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-28 14:10:02,2017-04-25 00:37:10,2017-04-25 00:37:10,2017-04-28 13:42:50,-1
ff64e34006bb17e8008aed67bb8d23d8fc43ae5a,2ce4e60049e436096d2593a55190ce883c3b8098,2ce4e60049e436096d2593a55190ce883c3b8098,4ceff395f784798e1f15c033b57883446d02f2f2,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-23 21:53:08,2017-04-23 20:57:01,2017-04-23 20:57:01,2017-04-23 21:49:08,-1
e888bddb9d760c83181893aba8a4b43b61c3ded8,4a5090a6e3fa42806556c7d2e14a8a071cc1ddda,7e20e1c49c5d0eb1e13fbf8161ec934c3915c498,2ce4e60049e436096d2593a55190ce883c3b8098,2,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-23 21:43:44,2017-04-10 12:31:42,2017-04-23 07:07:27,2017-04-23 20:57:01,-1
2ce4e60049e436096d2593a55190ce883c3b8098,8706ba452b3f6fcd8d73cb7b0a1cd6ae7874ca16,8706ba452b3f6fcd8d73cb7b0a1cd6ae7874ca16,e61dc60f4baf958135157e7087edef66adfd09f8,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-23 20:57:01,2017-04-23 19:38:49,2017-04-23 19:38:49,2017-04-23 20:52:57,-1
d8306242564f085dafa24c3f5b68651d2ba250ea,4f681a5691126d3e6152c97225d6adc87990dc61,4f681a5691126d3e6152c97225d6adc87990dc61,7da00c73353594f39bcbeb621351cd4b2b2077e3,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-17 18:05:03,2017-04-11 14:52:05,2017-04-11 14:52:05,2017-04-17 11:50:41,-1
4f681a5691126d3e6152c97225d6adc87990dc61,5becfebdfd9cbe7931eb39547baea6978f127b6b,5becfebdfd9cbe7931eb39547baea6978f127b6b,01cb43653aad057bf91720aa3cd37200b6ae201d,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-11 14:52:05,2017-04-11 13:26:07,2017-04-11 13:26:07,2017-04-11 14:48:48,-1
5becfebdfd9cbe7931eb39547baea6978f127b6b,14ac271dc3a6481600560da99341aba0c692e0ce,5c1464abdee1af7a828b107e44a9840a9f371a01,37c98ed43249d42acd69a83dde6e6baa5ddc4066,1,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-11 13:26:07,2016-12-13 21:27:40,2017-04-11 11:30:13,2016-12-23 21:38:54,-1
27a77d816136eeef333791509a702f037ac25c8c,321f9d4d5c5a00b0b47f833e23d50261b662fd05,deb600532dc8536dcfa558bb5a23dddff60b2d68,1080cbc00a6458688b683b4c5eebf5233c735951,0,-1,-1,-1,-1,-1,-1,-1,-1,2017-04-10 12:09:03,2017-04-08 11:33:33,2017-04-10 11:26:49,2017-04-08 15:45:35,-1
